"","date","type","language","licence","rightsHolder","ownerInstitutionCode","eventID","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventDate","eventTime","locationID","continent","country","countryCode","county","locality","decimalLatitude","decimalLongitude","dynamicProperties"
"107",2014-11-15,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20141115_mida","Water Bird Count",NA,"minutes","","2014-11-15","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"108",2014-12-15,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20141215_mida","Water Bird Count",NA,"minutes","","2014-12-15","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"109",2014-12-19,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20141219_sabaki","Water Bird Count",255,"minutes","","2014-12-19","07:45/12:00","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"110",2015-01-17,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20150117_mida","Water Bird Count",180,"minutes","","2015-01-17","14:30/17:30","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"111",2015-01-17,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20150117_sabaki","Water Bird Count",235,"minutes","","2015-01-17","08:05/12:00","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"112",2015-02-12,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20150212_mida","Water Bird Count",NA,"minutes","","2015-02-12","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"113",2015-02-17,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20150217_sabaki","Water Bird Count",200,"minutes","","2015-02-17","08:45/12:05","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"114",2015-05-15,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20150515_sabaki","Water Bird Count",235,"minutes","","2015-05-15","07:50/11:45","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"115",2015-05-26,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20150526_mida","Water Bird Count",NA,"minutes","","2015-05-26","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"116",2015-07-17,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20150717_sabaki","Water Bird Count",250,"minutes","","2015-07-17","09:20/13:30","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"117",2015-07-23,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20150723_mida","Water Bird Count",NA,"minutes","","2015-07-23","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"118",2015-08-24,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20150824_mida","Water Bird Count",NA,"minutes","","2015-08-24","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"119",2015-09-29,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20150929_sabaki","Water Bird Count",170,"minutes","","2015-09-29","09:40/12:30","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"120",2015-11-04,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20151104_mida","Water Bird Count",NA,"minutes","","2015-11-04","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"121",2016-01-20,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20160120_mida","Water Bird Count",105,"minutes","","2016-01-20","13:30/15:15","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"122",2016-01-23,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20160123_sabaki","Water Bird Count",323,"minutes","","2016-01-23","09:15/14:38","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"123",2016-10-27,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20161027_sabaki","Water Bird Count",210,"minutes","","2016-10-27","08:00/11:30","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"124",2017-01-20,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20170120_mida","Water Bird Count",128,"minutes","Excellent, 75-99%","2017-01-20","09:30/11:38","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: ""Excellent, 75-99%"", water: """", tidal: """", weather: """", disturbed: ""No effect"", participants: ""MA, KL,  MX3, KX1, KM, JB"", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"125",2017-01-20,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20170120_sabaki","Water Bird Count",244,"minutes","Excellent, 75-99%","2017-01-20","13:24/17:28","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: ""Excellent, 75-99%"", water: """", tidal: """", weather: """", disturbed: ""Disturbed (unqualified)"", participants: ""KL. MA, KX1, KM, MX3"", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"126",2017-06-02,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20170602_mida","Water Bird Count",NA,"minutes","","2017-06-02","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"127",2017-08-31,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20170831_mida","Water Bird Count",NA,"minutes","","2017-08-31","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"128",2017-09-01,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20170901_mida","Water Bird Count",NA,"minutes","","2017-09-01","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"129",2017-10-28,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20171028_mida","Water Bird Count",65,"minutes","Good, 50-75%","2017-10-28","08:45/09:50","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: ""Good, 50-75%"", water: """", tidal: """", weather: ""No effect on count"", disturbed: """", participants: ""HM2,JA2"", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"130",2017-11-03,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20171103_sabaki","Water Bird Count",NA,"minutes","","2017-11-03","08:07/NA","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"131",2017-12-12,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20171212_mida","Water Bird Count",NA,"minutes","","2017-12-12","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"132",2018-01-30,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20180130_sabaki","Water Bird Count",240,"minutes","Excellent, 75-99%","2018-01-30","08:00/12:00","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: ""Excellent, 75-99%"", water: """", tidal: ""Low tide"", weather: ""No effect on count"", disturbed: ""Strong effect"", participants: ""CJ"", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"133",2018-02-22,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20180222_mida","Water Bird Count",153,"minutes","","2018-02-22","09:22/11:55","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"134",2018-05-10,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20180510_mida","Water Bird Count",NA,"minutes","","2018-05-10","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"135",2018-05-15,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20180515_sabaki","Water Bird Count",NA,"minutes","","2018-05-15","08:30/NA","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"136",2018-06-06,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20180606_mida","Water Bird Count",NA,"minutes","","2018-06-06","NA/NA","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"137",2019-01-18,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20190118_mida","Water Bird Count",120,"minutes","","2019-01-18","14:10/16:10","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"138",2019-01-19,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20190119_sabaki","Water Bird Count",230,"minutes","","2019-01-19","08:20/12:10","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"139",2019-03-14,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20190314_mida","Water Bird Count",170,"minutes","","2019-03-14","07:50/10:40","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"140",2019-03-20,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20190320_sabaki","Water Bird Count",260,"minutes","","2019-03-20","08:30/12:50","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"141",2019-04-18,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20190418_sabaki","Water Bird Count",240,"minutes","","2019-04-18","08:00/12:00","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"142",2019-04-29,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20190429_mida","Water Bird Count",77,"minutes","","2019-04-29","13:08/14:25","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"143",2019-07-18,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20190718_sabaki","Water Bird Count",298,"minutes","","2019-07-18","09:20/14:18","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"144",2019-07-26,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20190726_mida","Water Bird Count",200,"minutes","","2019-07-26","09:10/12:30","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"145",2019-08-15,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20190815_sabaki","Water Bird Count",300,"minutes","","2019-08-15","08:20/13:20","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"146",2019-10-29,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20191029_sabaki","Water Bird Count",260,"minutes","","2019-10-29","09:30/13:50","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"147",2020-01-23,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200123_sabaki","Water Bird Count",206,"minutes","","2020-01-23","07:39/11:05","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: """", water: """", tidal: """", weather: """", disturbed: """", participants: """", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"148",2020-02-07,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200207_sabaki","Water Bird Count",240,"minutes","Good, 50-75%","2020-02-07","09:00/13:00","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: ""Good, 50-75%"", water: ""Flooded"", tidal: """", weather: ""No effect on count"", disturbed: ""Little effect"", participants: ""KL,TM,RN,AN"", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"149",2020-02-20,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200220_mida","Water Bird Count",95,"minutes","Complete, 100%","2020-02-20","14:40/16:15","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: ""Complete, 100%"", water: ""Normal level"", tidal: ""Rising tide"", weather: ""No effect on count"", disturbed: ""Little effect"", participants: ""KA, SK2, SA, EM, AS, CJ, RN, TM, AX"", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"150",2020-02-21,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200221_mida","Water Bird Count",95,"minutes","Complete, 100%","2020-02-21","14:40/16:15","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: ""Complete, 100%"", water: """", tidal: """", weather: ""No effect on count"", disturbed: ""Little effect"", participants: ""KA, SK2, SA, EM, AS, CJ, RN, TM, AX"", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"151",2020-03-10,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200310_sabaki","Water Bird Count",235,"minutes","Complete, 100%","2020-03-10","08:45/12:40","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: ""Complete, 100%"", water: """", tidal: """", weather: ""No effect on count"", disturbed: ""No effect"", participants: ""LK,RN,FT,TM,AM"", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"152",2020-03-20,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200320_mida","Water Bird Count",109,"minutes","Complete, 100%","2020-03-20","14:26/16:15","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: ""Complete, 100%"", water: """", tidal: """", weather: ""No effect on count"", disturbed: ""No effect"", participants: ""RN,AN"", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"153",2020-03-31,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200331_mida","Water Bird Count",55,"minutes","Excellent, 75-99%","2020-03-31","07:35/08:30","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: ""Excellent, 75-99%"", water: """", tidal: """", weather: ""No effect on count"", disturbed: ""Little effect"", participants: ""LK, RN, AN, AJ, KA"", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"154",2020-04-07,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200407_sabaki","Water Bird Count",274,"minutes","Excellent, 75-99%","2020-04-07","07:56/12:30","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: ""Excellent, 75-99%"", water: """", tidal: """", weather: ""No effect on count"", disturbed: ""No effect"", participants: ""LK, RN, AN, MN"", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"155",2020-04-14,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200414_mida","Water Bird Count",75,"minutes","Excellent, 75-99%","2020-04-14","07:45/09:00","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: ""Excellent, 75-99%"", water: """", tidal: """", weather: """", disturbed: """", participants: ""LK, RN, AN, JA, CJ"", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"156",2020-05-22,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200522_sabaki","Water Bird Count",255,"minutes","Excellent, 75-99%","2020-05-22","07:45/12:00","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: ""Excellent, 75-99%"", water: """", tidal: """", weather: ""No effect on count"", disturbed: """", participants: ""LK, RN, JA, CJ"", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"157",2020-05-29,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200529_mida","Water Bird Count",90,"minutes","Excellent, 75-99%","2020-05-29","07:40/09:10","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: ""Excellent, 75-99%"", water: """", tidal: """", weather: ""No effect on count"", disturbed: """", participants: ""RN,AN"", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
"158",2020-06-05,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200605_sabaki","Water Bird Count",275,"minutes","Excellent, 75-99%","2020-06-05","06:45/11:20","sabaki","Africa","Kenya","KE","Kilifi","Sabaki River Mouth",-3.16658,40.14167,"{coverage: ""Excellent, 75-99%"", water: """", tidal: """", weather: ""No effect on count"", disturbed: """", participants: ""RN, AN, KL, MN, JA"", CWAC_sitecode: ""3094008"", IBA_sitecode: ""KE019"", }"
"159",2020-06-13,"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","20200613_mida","Water Bird Count",30,"minutes","Excellent, 75-99%","2020-06-13","09:20/09:50","mida","Africa","Kenya","KE","Kilifi","Mida Creek",-3.330189,39.967088,"{coverage: ""Excellent, 75-99%"", water: """", tidal: """", weather: ""No effect on count"", disturbed: ""No effect"", participants: ""RN, AN, KL, JA"", CWAC_sitecode: ""NA"", IBA_sitecode: ""KE016"", }"
